kc_id,kc_name,kc_name_es,route_group,route_group_es,route_leaf,route_leaf_es,n_total,accuracy_total,n_first,n_repeat,accuracy_first,accuracy_repeat,delta_repeat_minus_first
362,三角形面积,area del triangulo,拓展思维,Expande tu pensamiento,三角形面积,area del triangulo,2954,0.857481,769,2185,0.908973,0.839359,-0.069613
365,周长定义,definición de perímetro,课内知识点,Puntos de conocimiento en clase,周长定义,definición de perímetro,2953,0.838469,2151,802,0.896792,0.682045,-0.214747
262,淘汰赛,ronda eliminatoria,拓展思维,Expande tu pensamiento,单循环赛,todos contra todos,2937,0.866871,2937,0,0.866871,,
199,利用特殊角的求角度,Usar ángulos especiales para encontrar ángulos,拓展思维,Expande tu pensamiento,利用特殊角的求角度,Usar ángulos especiales para encontrar ángulos,2905,0.840275,1266,1639,0.844392,0.837096,-0.007296
189,不等变相等（无图）,Lo desigual se vuelve igual (sin imagen),拓展思维,Expande tu pensamiento,不等变相等（无图）,Lo desigual se vuelve igual (sin imagen),2901,0.909342,2648,253,0.912764,0.873518,-0.039247
234,整数乘法运算,multiplicación de enteros,课内知识点,Puntos de conocimiento en clase,乘法交换律,ley conmutativa de la multiplicación,2865,0.828621,0,2865,,0.828621,
239,年龄差,diferencia de edad,拓展思维,Expande tu pensamiento,年龄差,diferencia de edad,2861,0.850751,2222,639,0.850585,0.85133,0.000745
144,卡片组数,Número de barajas de cartas,拓展思维,Expande tu pensamiento,卡片组数,Número de barajas de cartas,2856,0.704132,2704,152,0.703772,0.710526,0.006754
82,三量容斥,Tres cantidades de tolerancia y rechazo.,拓展思维,Expande tu pensamiento,三量容斥,Tres cantidades de tolerancia y rechazo.,2828,0.739392,2662,166,0.742299,0.692771,-0.049528
175,和差倍问题,problema de diferencia de suma,拓展思维,Expande tu pensamiento,多量差倍,Gran diferencia de cantidad,2820,0.853901,335,2485,0.901493,0.847485,-0.054008
86,页码数量,Número de páginas,拓展思维,Expande tu pensamiento,页码数量,Número de páginas,2798,0.713367,2638,160,0.71304,0.71875,0.00571
233,乘法交换律,ley conmutativa de la multiplicación,课内知识点,Puntos de conocimiento en clase,乘法交换律,ley conmutativa de la multiplicación,2767,0.846765,2767,0,0.846765,,
145,图文加法竖式数字谜,Rompecabezas numérico vertical de suma de imágenes y texto,拓展思维,Expande tu pensamiento,图文加法竖式数字谜,Rompecabezas numérico vertical de suma de imágenes y texto,2763,0.671734,2763,0,0.671734,,
174,多量差倍,Gran diferencia de cantidad,拓展思维,Expande tu pensamiento,多量差倍,Gran diferencia de cantidad,2747,0.825264,2747,0,0.825264,,
271,时间中的周期问题,El problema de los ciclos en el tiempo.,拓展思维,Expande tu pensamiento,时间中的周期问题,El problema de los ciclos en el tiempo.,2738,0.84843,2738,0,0.84843,,
238,不等变不等（给完还多）,Ninguna espera se convierte en espera (se dará más después de dar),拓展思维,Expande tu pensamiento,不等变不等（给完还多）,Ninguna espera se convierte en espera (se dará más después de dar),2728,0.731672,2728,0,0.731672,,
154,分数的意义,El significado de las fracciones.,拓展思维,Expande tu pensamiento,分数的意义,El significado de las fracciones.,2670,0.828464,2670,0,0.828464,,
264,2-1-0 积分制,Sistema de puntos 2-1-0,拓展思维,Expande tu pensamiento,2-1-0 积分制,Sistema de puntos 2-1-0,2656,0.757154,2656,0,0.757154,,
413,运算律,leyes operativas,知识点,Puntos de conocimiento,运算律,leyes operativas,2641,0.774707,1794,847,0.763657,0.798111,0.034454
221,明和明差,luz y contraste,拓展思维,Expande tu pensamiento,明和明差,luz y contraste,2568,0.739486,2056,512,0.763132,0.644531,-0.118601
101,不同时出发相向而行,No empezar al mismo tiempo y dirigirse uno hacia el otro.,拓展思维,Expande tu pensamiento,不同时出发相向而行,No empezar al mismo tiempo y dirigirse uno hacia el otro.,2563,0.712837,2563,0,0.712837,,
202,年龄和,edad y,拓展思维,Expande tu pensamiento,年龄和,edad y,2559,0.867136,2559,0,0.867136,,
68,逻辑绘图,dibujo lógico,拓展思维,Expande tu pensamiento,逻辑绘图,dibujo lógico,2554,0.957713,2554,0,0.957713,,
182,计算星期几,Calcular el día de la semana.,知识点,Puntos de conocimiento,计算星期几,Calcular el día de la semana.,2545,0.736346,2383,162,0.733949,0.771605,0.037656
194,多位小数比较大小,Comparar tamaños con varios decimales,课内知识点,Puntos de conocimiento en clase,多位小数比较大小,Comparar tamaños con varios decimales,2545,0.823969,2545,0,0.823969,,
133,代数式,expresión algebraica,拓展思维,Expande tu pensamiento,代数式,expresión algebraica,2537,0.777296,2395,142,0.777035,0.78169,0.004655
242,综合型转化,Transformación integral,拓展思维,Expande tu pensamiento,综合型转化,Transformación integral,2533,0.671536,2246,287,0.635797,0.95122,0.315423
389,整数基准数法,método del número base entero,拓展思维,Expande tu pensamiento,整数基准数法,método del número base entero,2531,0.839194,2138,393,0.86015,0.725191,-0.134959
117,奇数与偶数的认识,Comprender los números pares e impares,拓展思维,Expande tu pensamiento,奇数与偶数的认识,Comprender los números pares e impares,2438,0.804758,1810,628,0.831492,0.727707,-0.103785
253,等差数列实际应用,Aplicaciones prácticas de secuencias aritméticas.,拓展思维,Expande tu pensamiento,等差数列实际应用,Aplicaciones prácticas de secuencias aritméticas.,2405,0.80499,2405,0,0.80499,,
173,非整数倍差倍不足,La diferencia de tiempos no enteros es insuficiente,拓展思维,Expande tu pensamiento,非整数倍差倍不足,La diferencia de tiempos no enteros es insuficiente,2403,0.705784,1519,884,0.782093,0.574661,-0.207433
61,两量还原问题,Problema de restauración de dos cantidades.,拓展思维,Expande tu pensamiento,两量还原问题,Problema de restauración de dos cantidades.,2395,0.760334,2331,64,0.758473,0.828125,0.069652
25,直接运用分配律,Aplicar la ley distributiva directamente.,拓展思维,Expande tu pensamiento,直接运用分配律,Aplicar la ley distributiva directamente.,2386,0.737636,2161,225,0.734382,0.768889,0.034507
392,组合数,número de combinaciones,知识点,Puntos de conocimiento,组合数,número de combinaciones,2375,0.952421,1437,938,0.93389,0.98081,0.04692
87,平行四边形的概念,El concepto de paralelogramo.,拓展思维,Expande tu pensamiento,平行四边形的概念,El concepto de paralelogramo.,2357,0.723377,2169,188,0.704933,0.93617,0.231237
26,整数提取公因数,Extraer factores comunes de números enteros.,拓展思维,Expande tu pensamiento,整数提取公因数,Extraer factores comunes de números enteros.,2328,0.791237,2048,280,0.76709,0.967857,0.200767
265,多量和差问题,Problema de grandes cantidades y diferencias.,拓展思维,Expande tu pensamiento,多量和差问题,Problema de grandes cantidades y diferencias.,2322,0.866064,2322,0,0.866064,,
249,普通型,tipo ordinario,知识点,Puntos de conocimiento,普通型,tipo ordinario,2275,0.771868,2275,0,0.771868,,
447,平行四边形面积,área del paralelogramo,课内知识点,Puntos de conocimiento en clase,平行四边形面积,área del paralelogramo,2254,0.959627,2254,0,0.959627,,
244,乘法原理,principio de multiplicación,拓展思维,Expande tu pensamiento,乘法原理,principio de multiplicación,2244,0.837344,1929,315,0.822188,0.930159,0.107971
361,公式法求三角形面积,Encuentra el área de un triángulo usando el método de la fórmula.,拓展思维,Expande tu pensamiento,三角形面积,area del triangulo,2233,0.840573,2233,0,0.840573,,
366,已知边长求周长,Calcula el perímetro si se conoce la longitud del lado.,课内知识点,Puntos de conocimiento en clase,已知边长求周长,Calcula el perímetro si se conoce la longitud del lado.,2232,0.974462,2232,0,0.974462,,
367,有特殊要求的组数问题,Problemas con la cantidad de grupos con requisitos especiales,知识点,Puntos de conocimiento,有特殊要求的组数问题,Problemas con la cantidad de grupos con requisitos especiales,2224,0.656475,1692,532,0.653664,0.665414,0.011749
480,小马虎题型,Tipo de pregunta descuidada,拓展思维,Expande tu pensamiento,小马虎题型,Tipo de pregunta descuidada,2219,0.650293,1751,468,0.675614,0.555556,-0.120058
374,多笔画变一笔画,Múltiples trazos se convierten en un solo trazo,拓展思维,Expande tu pensamiento,多笔画变一笔画,Múltiples trazos se convierten en un solo trazo,2212,0.687161,2074,138,0.674542,0.876812,0.20227
277,公式法,método de fórmula,拓展思维,Expande tu pensamiento,公式法,método de fórmula,2188,0.834095,1909,279,0.812467,0.982079,0.169612
20,找矛盾,encontrar contradicciones,拓展思维,Expande tu pensamiento,找矛盾,encontrar contradicciones,2187,0.727938,2187,0,0.727938,,
17,正方形组合图形周长,Perímetro de la figura combinada cuadrada.,课内题型,Tipos de preguntas en clase,公式法长方形正方形周长,Método de fórmula del perímetro del cuadrado del rectángulo.,2154,0.842618,143,2011,0.664336,0.855296,0.19096
211,恰好分完,Acabo de terminar de dividir,拓展思维,Expande tu pensamiento,盈亏问题,Problemas de pérdidas y ganancias,2114,0.874172,931,1183,0.817401,0.91885,0.10145
373,公式求长方形面积,Fórmula para encontrar el área de un rectángulo,知识点,Puntos de conocimiento,公式求长方形面积,Fórmula para encontrar el área de un rectángulo,2097,0.854554,1055,1042,0.872038,0.836852,-0.035186
329,求某日期是周几问题,Encuentra el día de la semana para una fecha determinada.,拓展思维,Expande tu pensamiento,日期中的周期,período en la fecha,2093,0.795509,2093,0,0.795509,,
401,明和暗差,diferencia entre luz y oscuridad,拓展思维,Expande tu pensamiento,明和暗差,diferencia entre luz y oscuridad,2091,0.706361,2091,0,0.706361,,
128,调运中的统筹,Coordinación en transporte.,拓展思维,Expande tu pensamiento,调运中的统筹,Coordinación en transporte.,2081,0.648246,2081,0,0.648246,,
40,长方形计数,Recuento de rectángulos,拓展思维,Expande tu pensamiento,长方形计数,Recuento de rectángulos,2079,0.751804,2079,0,0.751804,,
149,综合题普通型,Tipo general de preguntas integrales.,拓展思维,Expande tu pensamiento,综合题普通型,Tipo general de preguntas integrales.,2055,0.73528,2030,25,0.734975,0.76,0.025025
44,线段计数,Recuento de segmentos de línea,拓展思维,Expande tu pensamiento,线段计数,Recuento de segmentos de línea,2027,0.76221,1941,86,0.759918,0.813953,0.054036
118,除法竖式谜,rompecabezas de división,拓展思维,Expande tu pensamiento,除法竖式谜,rompecabezas de división,2025,0.681481,2025,0,0.681481,,
184,长方形数表中日期周期,Período de fecha en tabla numérica rectangular,课内题型,Tipos de preguntas en clase,长方形数表中日期周期,Período de fecha en tabla numérica rectangular,2013,0.776453,2013,0,0.776453,,
150,加权平均数,promedio ponderado,拓展思维,Expande tu pensamiento,加权平均数,promedio ponderado,2006,0.609172,2006,0,0.609172,,
1,加乘原理综合,Principio integral de suma y multiplicación.,拓展思维,Expande tu pensamiento,加乘原理综合,Principio integral de suma y multiplicación.,1972,0.76927,1972,0,0.76927,,
181,区分大月和小月,Distinguir entre luna grande y luna pequeña,知识点,Puntos de conocimiento,区分大月和小月,Distinguir entre luna grande y luna pequeña,1937,0.620031,1868,69,0.622591,0.550725,-0.071866
408,对象转化为物品,Objeto convertido en artículo,拓展思维,Expande tu pensamiento,对象转化为物品,Objeto convertido en artículo,1928,0.533195,1717,211,0.511357,0.7109,0.199543
228,上升数（下降数）,Números ascendentes y descendentes,拓展思维,Expande tu pensamiento,上升数（下降数）,número ascendente (número descendente),1919,0.632621,1919,0,0.632621,,
0,乘法原理里的其他类型,Otros tipos en el principio de multiplicación.,拓展思维,Expande tu pensamiento,乘法原理里的其他类型,Otros tipos en el principio de multiplicación.,1912,0.718096,1912,0,0.718096,,
152,分数加减,Sumar y restar fracciones,拓展思维,Expande tu pensamiento,分数加减,Sumar y restar fracciones,1908,0.755765,1764,144,0.748866,0.840278,0.091412
178,减法的实际应用,Aplicaciones prácticas de la resta.,课内题型,Tipos de preguntas en clase,已知两量之间倍数关系和两量之差，求两个量,"Dada la relación múltiple entre las dos cantidades y la diferencia entre las dos cantidades, encuentre las dos cantidades",1903,0.785602,0,1903,,0.785602,
195,小数加减竖式计算,Cálculos verticales de suma y resta decimales,拓展思维,Expande tu pensamiento,小数加减竖式计算,Cálculos verticales de suma y resta decimales,1874,0.968517,1874,0,0.968517,,
546,三角形计数,recuento de triángulos,拓展思维,Expande tu pensamiento,三角形计数,recuento de triángulos,1872,0.656517,1823,49,0.651125,0.857143,0.206018
217,拆数数字可重复,Los dígitos se pueden repetir,拓展思维,Expande tu pensamiento,加法拆数（指定个数）,Sumar y dividir números (número especificado),1871,0.683057,661,1210,0.526475,0.768595,0.24212
92,梯形的面积公式,Fórmula del área del trapecio,拓展思维,Expande tu pensamiento,梯形的面积公式,Fórmula del área del trapecio,1834,0.812977,1543,291,0.821128,0.769759,-0.051368
163,商不变性质,propiedad invariante del cociente,课内知识点,Puntos de conocimiento en clase,商不变性质,propiedad invariante del cociente,1822,0.560922,1671,151,0.540395,0.788079,0.247684
98,梯形面积公式,Fórmula del área trapezoidal,拓展思维,Expande tu pensamiento,四边形的认识,Comprensión de los cuadriláteros,1822,0.779912,385,1437,0.794805,0.775922,-0.018883
218,排列数,número de permutaciones,知识点,Puntos de conocimiento,排列数,número de permutaciones,1812,0.664459,1723,89,0.656413,0.820225,0.163811
31,表外除法计算,Cálculo de división fuera de mesa,拓展思维,Expande tu pensamiento,表外除法计算,Cálculo de división fuera de mesa,1787,0.862899,1200,587,0.849167,0.890971,0.041804
130,追及与相遇结合,Combinando búsqueda y encuentro,拓展思维,Expande tu pensamiento,追及与相遇结合,Combinando búsqueda y encuentro,1786,0.709966,1786,0,0.709966,,
74,单一对象条形图,Gráfico de barras de un solo objeto,拓展思维,Expande tu pensamiento,单一对象条形图,Gráfico de barras de un solo objeto,1779,0.548061,1752,27,0.547945,0.555556,0.00761
196,小数比大小,tamaño de la proporción decimal,拓展思维,Expande tu pensamiento,小数比大小,tamaño de la proporción decimal,1778,0.815523,1728,50,0.810764,0.98,0.169236
337,用假设法解决倒扣型鸡兔同笼,Utilice el método de hipótesis para resolver el problema de un pollo y un conejo que viven en la misma jaula al revés,课内题型,Tipos de preguntas en clase,用假设法解决倒扣型鸡兔同笼,Utilice el método de hipótesis para resolver el problema de un pollo y un conejo que viven en la misma jaula al revés,1767,0.640068,1744,23,0.639908,0.652174,0.012266
390,整数减法性质,Propiedades de resta de números enteros,知识点,Puntos de conocimiento,整数减法性质,Propiedades de resta de números enteros,1743,0.927711,1743,0,0.927711,,
63,分一半,dividir por la mitad,拓展思维,Expande tu pensamiento,分一半,dividir por la mitad,1742,0.907003,1726,16,0.909038,0.6875,-0.221538
226,认识平行四边形的底、高,Comprender la base y la altura de un paralelogramo.,课内知识点,Puntos de conocimiento en clase,认识平行四边形的底、高,Comprender la base y la altura de un paralelogramo.,1733,0.851125,1620,113,0.869136,0.59292,-0.276215
13,几何方法差不变,La diferencia del método geométrico no cambia.,拓展思维,Expande tu pensamiento,几何方法差不变,La diferencia del método geométrico no cambia.,1721,0.805346,1721,0,0.805346,,
8,楼梯型不规则图形求周长,Calcular el perímetro de una figura irregular en forma de escalera,拓展思维,Expande tu pensamiento,楼梯型不规则图形求周长,Calcular el perímetro de una figura irregular en forma de escalera,1706,0.865182,585,1121,0.847863,0.874219,0.026356
470,封闭路线植树问题,Problemas con la plantación de árboles en rutas cerradas,知识点,Puntos de conocimiento,封闭路线植树问题,Problemas con la plantación de árboles en rutas cerradas,1662,0.865223,1586,76,0.861286,0.947368,0.086082
360,数形结合的实际应用,Aplicación práctica de combinar números y formas.,拓展思维,Expande tu pensamiento,数形结合的实际应用,Aplicación práctica de combinar números y formas.,1654,0.866989,1654,0,0.866989,,
341,减法竖式,forma vertical de resta,拓展思维,Expande tu pensamiento,加法竖式,Forma vertical aditiva,1648,0.930218,1648,0,0.930218,,
171,已知两量之间倍数关系和一份量，求多份量,"Dada la relación múltiple entre las dos cantidades y la cantidad de una porción, encuentre la cantidad de múltiples porciones",课内题型,Tipos de preguntas en clase,已知两量之间倍数关系和一份量，求多份量,"Dada la relación múltiple entre las dos cantidades y la cantidad de una porción, encuentre la cantidad de múltiples porciones",1648,0.742718,1613,35,0.738376,0.942857,0.204481
342,加法竖式,Forma vertical aditiva,拓展思维,Expande tu pensamiento,加法竖式,Forma vertical aditiva,1648,0.930218,0,1648,,0.930218,
409,整除特征综合,Síntesis de características divisibles,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,1623,0.674677,1623,0,0.674677,,
326,正方形周长公式,Fórmula del perímetro cuadrado,课内题型,Tipos de preguntas en clase,公式法长方形正方形周长,Método de fórmula del perímetro del cuadrado del rectángulo.,1612,0.844293,260,1352,0.780769,0.856509,0.07574
51,两端都不植树类型问题(段数小于等于10),No hay problema de tipo de plantación de árboles en ambos extremos (el número de segmentos es menor o igual a 10),拓展思维,Expande tu pensamiento,两端都不植树类型问题(段数小于等于10),No hay problema de tipo de plantación de árboles en ambos extremos (el número de segmentos es menor o igual a 10),1600,0.80125,1600,0,0.80125,,
210,盈亏问题,Problemas de pérdidas y ganancias,拓展思维,Expande tu pensamiento,盈亏问题,Problemas de pérdidas y ganancias,1596,0.800752,1596,0,0.800752,,
283,和系整除特征,Características divisibles del sistema de suma,拓展思维,Expande tu pensamiento,和系整除特征,Características divisibles del sistema de suma,1583,0.777006,1583,0,0.777006,,
54,爬楼梯问题,Problema al subir escaleras,拓展思维,Expande tu pensamiento,爬楼梯问题,Problema al subir escaleras,1559,0.776139,1509,50,0.787939,0.42,-0.367939
431,数字个数,numero de digitos,拓展思维,Expande tu pensamiento,数字个数,numero de digitos,1558,0.831836,1495,63,0.837458,0.698413,-0.139045
285,多位数的乘法运算,multiplicación de varios dígitos,拓展思维,Expande tu pensamiento,乘法结合律,ley asociativa multiplicativa,1535,0.82215,1349,186,0.82209,0.822581,0.00049
224,简单的列方程解应用题,Ecuación simple para resolver problemas verbales.,课内知识点,Puntos de conocimiento en clase,简单的列方程解应用题,Ecuación simple para resolver problemas verbales.,1523,0.880499,1090,433,0.884404,0.87067,-0.013734
247,规则剪拼规则图形（无格）,Gráficos de reglas de corte y ortografía (sin cuadrícula),能力,capacidad,图形认知,cognición gráfica,1520,0.780263,1520,0,0.780263,,
141,不规则多边形的周长,Perímetro de un polígono irregular,拓展思维,Expande tu pensamiento,不规则多边形的周长,Perímetro de un polígono irregular,1500,0.714,1404,96,0.723647,0.572917,-0.15073
29,表格法,método tabular,知识点,Puntos de conocimiento,表格法,método tabular,1447,0.819627,1377,70,0.846042,0.3,-0.546042
250,找规律型定义新运算,Encuentre patrones regulares para definir nuevas operaciones,拓展思维,Expande tu pensamiento,找规律型定义新运算,Encuentre patrones regulares para definir nuevas operaciones,1436,0.821727,1436,0,0.821727,,
185,变形幻方,Plaza Mágica de Transformación,拓展思维,Expande tu pensamiento,变形幻方,Plaza Mágica de Transformación,1434,0.783821,1434,0,0.783821,,
422,各点等价,Todos los puntos son equivalentes.,拓展思维,Expande tu pensamiento,各点等价,Todos los puntos son equivalentes.,1423,0.867885,1423,0,0.867885,,
115,3的倍数特征,Características de múltiplos de 3,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,1421,0.720619,0,1421,,0.720619,
251,高斯记号的基本运算,Operaciones básicas de la notación gaussiana.,知识点,Puntos de conocimiento,高斯记号的基本运算,Operaciones básicas de la notación gaussiana.,1415,0.838163,1415,0,0.838163,,
294,物品代换,Sustitución de artículos,拓展思维,Expande tu pensamiento,物品代换,Sustitución de artículos,1400,0.619286,66,1334,0.560606,0.622189,0.061583
143,用枚举法找出最值,Encuentre el mejor valor usando la enumeración,知识点,Puntos de conocimiento,用枚举法找出最值,Encuentre el mejor valor usando la enumeración,1399,0.971408,1399,0,0.971408,,
477,数字组数（规定数位大小）,Número de grupos de dígitos (especifique el tamaño de los dígitos),拓展思维,Expande tu pensamiento,一般组数问题,Problema general de número de grupo,1396,0.648997,1395,1,0.648746,1.0,0.351254
407,应用题模块,Módulo de preguntas de aplicación,拓展思维,Expande tu pensamiento,应用题模块,Módulo de preguntas de aplicación,1393,0.623116,1392,1,0.622845,1.0,0.377155
153,分数的性质,propiedades de fracciones,拓展思维,Expande tu pensamiento,分数的性质,propiedades de fracciones,1385,0.648375,1382,3,0.647612,1.0,0.352388
72,数据的简单分析,Análisis sencillo de datos.,课内知识点,Puntos de conocimiento en clase,数据的简单分析,Análisis sencillo de datos.,1358,0.860088,350,1008,0.84,0.867063,0.027063
478,优限法,método de límite óptimo,拓展思维,Expande tu pensamiento,一般组数问题,Problema general de número de grupo,1355,0.648708,13,1342,1.0,0.645306,-0.354694
339,用假设法解决变形鸡兔同笼,Utilice el método de hipótesis para resolver el problema del pollo y el conejo deformes en la misma jaula.,课内题型,Tipos de preguntas en clase,用假设法解决变形鸡兔同笼,Utilice el método de hipótesis para resolver el problema del pollo y el conejo deformes en la misma jaula.,1342,0.780924,1342,0,0.780924,,
371,绘制统计表,Dibujar tablas estadísticas.,拓展思维,Expande tu pensamiento,绘制统计表,Dibujar tablas estadísticas.,1336,0.729042,1336,0,0.729042,,
83,数码综合问题,temas integrales digitales,拓展思维,Expande tu pensamiento,数码综合问题,temas integrales digitales,1333,0.653413,1144,189,0.629371,0.798942,0.169571
462,两次分配对象不同,Los dos objetos asignados son diferentes.,拓展思维,Expande tu pensamiento,两次分配对象不同,Los dos objetos asignados son diferentes.,1313,0.578065,1313,0,0.578065,,
300,枚举所有可能的路线,Enumerar todas las rutas posibles,课内题型,Tipos de preguntas en clase,枚举所有可能的路线,Enumerar todas las rutas posibles,1304,0.866564,367,937,0.574932,0.98079,0.405858
351,用字母表示数量关系（ax＋bx）,Usar letras para expresar relaciones cuantitativas (ax + bx),知识点,Puntos de conocimiento,用字母表示数量关系（ax＋bx）,Usar letras para expresar relaciones cuantitativas (ax + bx),1299,0.91301,1299,0,0.91301,,
394,整体思想求面积,Pensamiento general para encontrar el área.,拓展思维,Expande tu pensamiento,整体思想求面积,Pensamiento general para encontrar el área.,1299,0.742879,0,1299,,0.742879,
411,2的倍数特征,Características de múltiplos de 2,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,1296,0.704475,0,1296,,0.704475,
216,加法拆数（不完全相同数）,Suma y división de números (números no idénticos),拓展思维,Expande tu pensamiento,加法拆数（不完全相同数）,Suma y división de números (números no idénticos),1279,0.655199,1279,0,0.655199,,
412,5的倍数特征,Características de múltiplos de 5,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,1278,0.709703,46,1232,1.0,0.698864,-0.301136
191,认识直角、锐角和钝角,"Reconocer ángulos rectos, ángulos agudos y ángulos obtusos.",拓展思维,Expande tu pensamiento,角的认知,cognición de ángulos,1269,0.939322,1269,0,0.939322,,
107,不同时出发,Salida en diferentes horarios.,拓展思维,Expande tu pensamiento,不同时出发,Salida en diferentes horarios.,1246,0.727929,1246,0,0.727929,,
380,利用特殊角求角度,Encuentra ángulos usando ángulos especiales.,知识点,Puntos de conocimiento,利用特殊角求角度,Encuentra ángulos usando ángulos especiales.,1242,0.425121,717,525,0.269177,0.638095,0.368918
156,图文周期,Ciclo de imagen y texto,拓展思维,Expande tu pensamiento,图文周期,Ciclo de imagen y texto,1233,0.754258,1231,2,0.753859,1.0,0.246141
410,倍数的认识,Comprensión de los múltiplos,课内知识点,Puntos de conocimiento en clase,2的倍数特征,Características de múltiplos de 2,1229,0.698129,0,1229,,0.698129,
586,两端都不植树类型问题(段数大于10),No hay problema de tipo de plantación de árboles en ambos extremos (el número de segmentos es mayor que 10),拓展思维,Expande tu pensamiento,两端都不植树类型问题(段数大于10),No hay problema de tipo de plantación de árboles en ambos extremos (el número de segmentos es mayor que 10),1224,0.800654,264,960,0.772727,0.808333,0.035606
425,最不利原则,principio menos favorable,拓展思维,Expande tu pensamiento,最不利原则,principio menos favorable,1201,0.822648,990,211,0.821212,0.829384,0.008172
291,各点不等价,Todos los puntos no son equivalentes.,拓展思维,Expande tu pensamiento,各点不等价,Todos los puntos no son equivalentes.,1201,0.605329,1201,0,0.605329,,
376,总价=单价×数量,Precio total = precio unitario × cantidad,课内知识点,Puntos de conocimiento en clase,总价=单价×数量,Precio total = precio unitario × cantidad,1196,0.925585,22,1174,0.818182,0.927598,0.109416
256,其他染色,Otros teñidos,拓展思维,Expande tu pensamiento,其他染色,Otros teñidos,1196,1.0,1196,0,1.0,,
201,分类枚举法数图形,Gráficos de números de clasificación y enumeración.,知识点,Puntos de conocimiento,分类枚举法数图形,Gráficos de números de clasificación y enumeración.,1186,0.796796,1186,0,0.796796,,
93,公式法求梯形面积,Calcular el área del trapezoide usando el método de fórmula.,课内题型,Tipos de preguntas en clase,公式法求梯形面积,Calcular el área del trapezoide usando el método de fórmula.,1183,0.734573,256,927,0.847656,0.703344,-0.144312
304,传球型递推,pasando recursividad,拓展思维,Expande tu pensamiento,传球型递推,pasando recursividad,1169,0.759624,1168,1,0.759418,1.0,0.240582
219,无限制,Ilimitado,拓展思维,Expande tu pensamiento,无限制,Ilimitado,1144,0.676573,1144,0,0.676573,,
116,和系整除特征应用,Aplicación de las características de divisibilidad de números enteros del sistema de suma.,拓展思维,Expande tu pensamiento,和系整除特征应用,Aplicación de las características de divisibilidad de números enteros del sistema de suma.,1112,0.640288,1112,0,0.640288,,
388,整数加减巧算之分组法,Método de agrupación para suma y resta de números enteros.,拓展思维,Expande tu pensamiento,添去括号,Agregar y quitar corchetes,1110,0.840541,1061,49,0.852026,0.591837,-0.26019
299,阶梯型标数法,método de escalado tipo escalera,拓展思维,Expande tu pensamiento,阶梯型标数法,método de escalado tipo escalera,1083,0.737765,1083,0,0.737765,,
270,抄错数得出结果，求正确的,"Copie el número incorrecto para obtener el resultado, encuentre el correcto",拓展思维,Expande tu pensamiento,抄错数得出结果，求正确的,Se obtiene un resultado al copiar mal un número; hallar el resultado correcto,1079,0.646895,1079,0,0.646895,,
327,计算模块,módulo de cálculo,拓展思维,Expande tu pensamiento,计算模块,módulo de cálculo,1073,0.836906,537,536,0.888268,0.785448,-0.10282
381,数列规律,Leyes de secuencia,课内题型,Tipos de preguntas en clase,数列规律,Patrones en sucesiones,1070,0.94486,1070,0,0.94486,,
96,用公式直接求速度,Encuentra la velocidad directamente usando la fórmula.,拓展思维,Expande tu pensamiento,单人简单行程问题,Pregunta de itinerario simple para una sola persona.,1062,0.897363,86,976,0.94186,0.893443,-0.048418
230,火柴棒摆算式,Cálculo del fósforo,拓展思维,Expande tu pensamiento,火柴棒摆算式,Cálculo del fósforo,1048,0.707061,1048,0,0.707061,,
259,方阵问题,problema de matriz cuadrada,知识点,Puntos de conocimiento,方阵问题,problema de matriz cuadrada,1045,0.647847,452,593,0.449115,0.799325,0.35021
197,小数的计数单位（十分位、百分位、千分位）,"Unidades de conteo decimales (décimas, centésimas, milésimas)",课内知识点,Puntos de conocimiento en clase,小数的计数单位（十分位、百分位、千分位）,"Unidades de conteo decimales (décimas, centésimas, milésimas)",1040,0.500962,1040,0,0.500962,,
292,火车过人,el tren pasa,拓展思维,Expande tu pensamiento,火车过人,el tren pasa,1033,0.752178,1033,0,0.752178,,
344,角的判断,juicio de ángulo,知识点,Puntos de conocimiento,角的判断,juicio de ángulo,1033,0.912875,1033,0,0.912875,,
71,复式条形统计图,gráfico de barras compuesto,知识点,Puntos de conocimiento,复式条形统计图,gráfico de barras compuesto,1026,0.791423,1026,0,0.791423,,
405,实心方阵综合问题,Problema integral de matriz cuadrada sólida.,拓展思维,Expande tu pensamiento,实心方阵综合问题,Problema integral de matriz cuadrada sólida.,1021,0.856024,1021,0,0.856024,,
279,单人变速问题,Problema de transmisión única,拓展思维,Expande tu pensamiento,单人变速问题,Problema de transmisión única,1016,0.838583,431,585,0.798144,0.868376,0.070232
635,一端植树类型问题(段数大于10),Problema de tipo de plantación de árboles en un extremo (el número de segmentos es mayor a 10),拓展思维,Expande tu pensamiento,两端都不植树类型问题(段数大于10),No hay problema de tipo de plantación de árboles en ambos extremos (el número de segmentos es mayor que 10),1014,0.794872,1014,0,0.794872,,
